          (  88,   70) (  66,   66) (  58,   82) (  79,   50) (  77,   65) (  71,   68) (  39,   55) ( 107,   80) (  57,   80) (  59,   62)
          (  80,   68) (  48,   57) (  70,   71) (  45,   80) ( 101,   58) (  66,   51) (  84,   76) (  57,   57) (  73,   69) (  63,   77)
          (  80,   63) (  40,   65) (  87,   72) (  58,   53) (  85,   78) (  72,   70) (  72,   58) (  47,   58) (  71,   81) (  64,   66)
          (  50,   79) (  82,   68) (  67,   79) (  59,   66) (  59,   69) (  83,   68) (  40,   57) (  81,   79) (  68,   61) (  77,   52)
          (  63,   77) (  73,   71) (  33,   42) (  83,   80) (  49,   68) (  71,   75) (  53,   60) (  86,   75) (  69,   70) (  85,   66)
          (  69,   64) (  55,   51) (  82,   82) (  56,   69) (  56,   59) (  63,   69) (  65,   60) (  79,   68) (  65,   62) (  62,   58)
          (  90,   65) (  50,   70) (  70,   77) (  64,   67) (  90,   71) (  32,   63) (  79,   61) (  69,   61) (  74,   78) (  52,   72)
          (  54,   76) (  51,   57) (  95,   77) (  64,   62) (  67,   77) (  52,   77) (  78,   84) (  73,   68) (  47,   70) (  49,   79)
          (  88,   69) (  67,   70) (  69,   71) (  60,   66) (  86,   66) (  55,   54) (  83,   67) (  62,   81) (  74,   68) (  66,   84)
          (  61,   63) (  58,   64) (  80,   60) (  78,   88) (  59,   71) (  64,   59) (  67,   61) (  63,   54) (  79,   58) (  62,   79)
          (  68,   68) (  72,   73) (  58,   70) (  65,   76) (  84,   64) (  80,   74) (  68,   66) (  52,   73) (  85,   77) (  48,   58)
          (  70,   73) (  57,   81) (  76,   67) (  75,   69) (  89,   86) (  51,   65) (  75,   65) (  69,   69) (  62,   68) (  65,   72)
          (  72,   73) (  55,   68) (  73,   71) (  57,   59) (  59,   68) (  72,   68) (  83,   73) (  64,   71) (  82,   56) (  40,   63)
          (  73,   59) (  60,   77) (  78,   65) (  61,   72) (  61,   60) (  74,   70) (  73,   69) (  68,   59) (  58,   71) (  64,   51)
          (  86,   65) (  61,   76) (  70,   74) (  65,   67) (  61,   76) (  88,   73) (  46,   63) (  66,   56) (  98,   56) (  74,   62)
          (  63,   66) (  73,   65) (  23,   69) ( 112,   72) (  66,   68) (  76,   67) (  76,   62) (  57,   70) (  56,   71) (  54,   67)
          (  67,   86) (  96,   78) (  64,   56) (  72,   84) (  68,   55) (  66,   59) (  62,   66) (  71,   77) (  76,   53) (  34,   74)
          (  86,   58) (  66,   81) (  74,   57) (  83,   79) (  38,   69) (  69,   80) (  82,   66) (  47,   61) (  81,   62) (  37,   56)
         
node   3 sent_total  46592  recv_total  47017

node   4  (   1,    0) (   0,    0) (   2,    2) (  30,   20) (  38,    9) (  69,   35) (  89,   68) (  36,   79) ( 127,   97) (  80,   75)
          (  86,   81) (  98,   83) (  83,   94) (  80,   73) (  90,   87) (  59,   77) (  91,   89) (  54,   78) ( 122,   96) (  92,   82)
          (  72,   77) ( 106,   91) (  55,   63) ( 107,   85) (  67,   80) (  95,   84) (  81,   76) (  83,   88) (  80,   79) (  97,   79)
          (  87,   95) (  70,   75) ( 101,  103) (  92,   83) (  83,   91) ( 106,   88) (  93,   91) (  78,   69) (  90,  100) (  70,   96)
          (  90,   98) (  89,   74) (  87,   99) (  94,   85) (  70,   92) (  59,   83) (  92,   76) (  80,   94) ( 102,   86) (  77,   77)
          (  62,   69) (  75,   89) (  90,   63) (  74,   71) (  92,   80) (  68,   72) ( 108,   74) (  54,   75) (  74,   74) (  77,   66)
          (  82,   88) (  81,   63) (  67,   74) (  86,   93) (  84,   67) (  65,   75) (  94,   90) (  88,   80) (  43,   65) ( 105,   89)
          (  60,   78) (  83,   66) (  73,   92) (  68,   62) (  93,   63) (  70,   76) (  89,   90) (  57,   72) ( 107,   92) (  59,   61)
          (  75,   89) (  67,   65) (  88,   83) ( 105,   88) (  62,   71) (  92,   79) (  34,   78) ( 102,   98) (  55,   54) (  80,   69)
          ( 101,   81) (  71,   64) (  83,   86) (  81,   80) (  55,   76) (  67,   65) (  63,   66) (  86,   81) (  84,   84) (  73,   75)
          (  85,   79) (  74,   89) (  68,   78) (  65,   45) (  90,   71) (  46,   64) (  65,   59) (  72,   58) (  76,   66) (  63,   47)
          (  64,   57) (  70,   46) (  84,   44) (  48,   52) (  93,   72) (  82,   70) (  68,   74) (  65,   53) (  62,   48) (  81,   63)
          (  67,   61) (  75,   79) (  86,   46) (  53,   54) (  83,   67) (  31,   43) (  68,   62) (  73,   54) (  34,   49) (  76,   67)
          (  53,   52) (  53,   55) (  68,   58) (  51,   59) (  46,   64) (  52,   53) (  88,   78) (  48,   56) (  73,   64) (  34,   71)
          (  73,   60) (  60,   58) (  60,   50) (  50,   71) (  65,   56) (  52,   64) (  67,   54) (  68,   80) (  40,   60) (  61,   59)
          (  68,   62) (  56,   60) (  52,   63) (  67,   59) (  40,   57) (  60,   66) (  77,   47) (  52,   61) (  42,   60) (  68,   62)
          (  51,   57) (  94,   63) (  49,   65) (  67,   59) (  44,   49) (  73,   66) (  83,   61) (  53,   45) (  66,   72) (  52,   67)
          (  86,   64) (  38,   64) (  55,   67) (  76,   53) (  70,   68) (  47,   52) (  76,   62) (  58,   56) (  66,   79) (  61,   60)
          (  82,   70) (  49,   54) (  48,   59) (  74,   51) (  67,   45) (  76,   44) (  51,   57) (  56,   62) (  52,   55) (  72,   58)
          (  69,   52) (  42,   65) (  56,   65) (  78,   64) (  29,   60) (  75,   65) (  66,   61) (  60,   55) (  56,   58) (  78,   66)
          (  61,   57) (  33,   63) (  82,   67) (  68,   65) (  62,   64) (  40,   74) (  47,   57) (  77,   65) (  87,   57) (  53,   69)
          (  56,   62) (  56,   64) (  66,   66) (  59,   56) (  64,   62) (  50,   56) (  57,   54) (  66,   60) (  54,   55) (  80,   62)
          (  40,   60) (  71,   50) (  75,   61) (  36,   51) (  49,   63) (  72,   48) (  65,   58) (  60,   71) (  29,   42) (  78,   67)
          (  85,   62) (  42,   76) (  59,   62) (  64,   82) (  73,   54) (  52,   65) (  50,   69) (  55,   74) (  68,   62) (  67,   56)
          (  76,   69) (  39,   63) (  55,   53) (  69,   69) (  68,   72) (  52,   56) (  78,   59) (  43,   64) (  73,   73) (  41,   63)
          (  62,   49) (  76,   59) (  63,   69) (  66,   50) (  65,   72) (  60,   55) (  60,   66) (  70,   51) (  62,   59) (  67,   59)
          (  48,   59) (  74,   75) (  52,   55) (  59,   58) (  62,   73) (  58,   54) (  62,   79) (  46,   48) (  68,   69) (  41,   58)
          (  96,   73) (  44,   63) (  73,   59) (  73,   51) (  47,   69) (  43,   50) (  57,   48) (  61,   59) (  63,   66) (  55,   54)
          (  82,   54) (  53,   56) (  65,   81) (  56,   44) (  59,   65) (  73,   43) (  53,   83) (  86,   68) (  28,   42) (  90,   79)
          (  43,   62) (  60,   76) (  73,   56) (  46,   54) (  67,   59) (  54,   52) (  62,   66) (  42,   55) (  41,   62) (  72,   50)
          (  63,   64) (  57,   64) (  78,   66) (  65,   67) (  59,   65) ( 105,   72) (  40,   54) (  91,   76) (  47,   57) (  69,   70)
          (  91,   78) (  55,   59) (  81,   67) (  73,   61) (  55,   68) (  55,   58) (  87,   69) (  65,   61) (  64,   73) (  82,   65)
          (  40,   61) (  90,   59) (  67,   68) (  67,   73) (  59,   53) (  57,   72) (  95,   73) (  50,   52) (  80,   74) (  54,   71)
          (  72,   73) (  57,   73) (  66,   56) (  64,   66) (  78,   71) (  51,   62) (  72,   76) (  51,   64) (  90,   64) (  56,   66)
          (  86,   74) (  34,   65) (  87,   80) (  53,   73) (  71,   59) (  78,   68) (  55,   69) (  56,   59) (  75,   61) (  70,   82)
          (  74,   69) (  39,   63) ( 113,   76) (  74,   73) (  38,   66) (  90,   89) (  53,   57) (  72,   69) (  81,   74) (  50,   71)
          (  92,   74) (  63,   60) (  54,   69) (  69,   77) (  62,   57) (  77,   75) (  63,   58) (  90,   68) (  65,   70) (  46,   68)
          (  56,   62) ( 100,   72) (  56,   72) (  66,   69) (  51,   59) (  75,   63) (  58,   64) (  85,   61) (  65,   66) (  64,   54)
          (  77,   64) (  64,   83) (  70,   74) (  73,   67) (  92,   80) (  60,   60) (  69,   64) (  52,   77) (  83,   79) (  55,   62)
          (  98,   75) (  66,   78) (  58,   61) (  61,   54) (  42,   59) (  72,   72) (  97,   70) (  76,   62) (  49,   61) (  77,   60)
          (  49,   63) (  81,   84) (  60,   74) (  65,   68) (  57,   72) (  47,   71) (  60,   72) (  64,   69) (  55,   63) (  74,   70)
          (  58,   68) (  74,   78) (  82,   85) (  49,   69) (  97,   85) (  49,   65) (  70,   66) (  48,   70) (  88,   77) (  84,   67)
          (  55,   82) (  66,   63) (  60,   54) (  80,   76) (  74,   74) (  79,   76) (  50,   58) (  86,   70) (  39,   66) (  95,   88)
          (  56,   72) (  79,   79) (  67,   64) (  71,   83) (  56,   59) (  61,   79) (  74,   68) (  47,   65) ( 102,   66) (  45,   44)
          (  76,   49) (  74,   83) (  81,   62) (  59,   75) (  75,   69) (  75,   65) (  55,   77) (  80,   60) (  56,   74) (  55,   65)
          (  83,   74) (  65,   71) (  89,   75) (  41,   59) (  88,   73) (  49,   54) (  79,   83) (  97,   75) (  66,   54) (  63,   77)
          (  82,   75) (  65,   62) (  45,   60) (  93,   74) (  50,   66) (  84,   74) (  53,   68) (  63,   67) (  83,   55) (  61,   63)
          (  70,   73) (  88,   77) (  40,   74) (  76,   78) (  67,   69) (  80,   84) (  75,   48) (  60,   64) (  71,   57) (  38,   50)
          (  88,   74) (  61,   55) (  70,   74) (  73,   55) (  75,   71) (  71,   75) (  41,   61) (  64,   78) ( 103,   55) (  38,   58)
          (  61,   63) (  91,   62) (  72,   73) (  41,   55) (  98,   71) (  59,   61) (  84,   71) (  49,   71) (  54,   71) (  71,   70)
          (  89,   59) (  50,   71) (  87,   63) (  37,   79) (  89,   74) (  47,   59) (  70,   54) (  79,   76) (  83,   72) (  57,   79)
          (  55,   72) (  55,   78) (  76,   67) (  63,   84) (  50,   83) (  71,   82) (  71,   63) (  49,   63) (  61,   80) (  73,   67)
          (  59,   60) (  81,   74) (  69,   68) (  57,   60) (  55,   61) (  70,   56) (  68,   66) (  76,   68) (  75,   79) (  64,   77)
          (  74,   85) (  56,   65) (  65,   64) (  82,   86) (  47,   54) (  70,   62) (  46,   70) (  95,   78) (  56,   74) (  71,   79)
          (  33,   60) (  77,   74) (  71,   63) (  71,   86) (  70,   59) (  56,   65) (  69,   66) (  75,   64) (  68,   68) (  71,   64)
          (  79,   68) (  56,   71) (  71,   71) (  54,   63) (  70,   65) (  63,   71) (  61,   55) (  72,   60) (  56,   60) (  60,   67)
          (  82,   62) (  59,   66) (  85,   58) (  65,   60) (  69,   86) (  69,   59) (  75,   67) (  59,   73) (  62,   70) (  41,   62)
          (  87,   80) (  62,   73) (  72,   65) (  48,   61) (  86,   76) (  70,   61) (  48,   59) (  61,   51) (  76,   77) (  46,   65)
          (  88,   96) (  76,   67) (  75,   68) (  63,   54) (  55,   62) (  53,   71) (  74,   69) (  57,   87) (  66,   69) (  76,   51)
          (  65,   69) (  65,   67) (  64,   71) (  56,   80) (  63,   64) ( 103,   79) (  44,   63) (  83,   59) (  61,   61) (  86,   96)
          (  75,   71) (  62,   81) (  58,   70) (  65,   56) (  49,   66) ( 111,   81) (  38,   52) (  90,   81) (  74,   61) (  55,   66)
          (  70,   69) (  82,   72) (  81,   75) (  55,   70) (  74,   64) (  51,   55) (  80,   75) (  70,   65) (  48,   64) (  69,   71)
          (  77,   62) (  80,   64) (  56,   68) (  54,   65) (  79,   66) (  67,   87) (  65,   68) (  57,   48) (  67,   67) (  76,   70)
          (  75,   67) (  57,   68) (  96,   64) (  58,   64) (  57,   68) (  72,   69) (  55,   63) (  90,   85) (  58,   59) (  59,   67)
          (  83,   85) (  51,   66) (  67,   75) (  82,   64) (  68,   64) (  70,   61) (  73,   82) (  62,   74) (  53,   68) (  40,   69)
          (  87,   66) (  64,   81) (  73,   71) (  50,   71) (  91,   67) (  85,   77) (  47,   64) (  83,   71) (  65,   70) (  72,   68)
          (  78,   73) (  56,   69) (  83,   70) (  64,   62) (  75,   71) (  48,   64) (  94,   80) (  75,   76) (  54,   78) (  71,   73)
          (  65,   80) (  74,   77) (  75,   72) (  56,   68) (  86,   73) (  49,   57) (  54,   66) (  47,   61) (  80,   68) (  90,   69)
          (  62,   68) (  67,   67) (  69,   63) (  67,   75) (  54,   75) (  66,   67) (  54,   63) (  79,   76) (  71,   56) (  88,   73)
          (  70,   55) (  42,   60) (  62,   67) (  68,   63) (  54,   63) (  95,   80) (  57,   57) (  56,   78) (  81,   69) (  77,   67)
         
node   4 sent_total  47083  recv_total  47047

node   5  (   0,    0) (   1,    0) (   0,    0) (   6,    4) (  30,   16) (  53,   27) ( 104,   59) ( 101,  109) (  54,  101) (  94,  114)
          (  74,   82) ( 116,   97) (  37,   85) ( 100,   93) ( 101,   86) (  81,  107) (  71,   95) ( 109,   90) (  79,   76) (  85,   89)
          (  81,   90) (  83,   86) ( 107,  101) (  81,   91) (  70,   88) (  73,   79) ( 101,   87) (  53,   86) (  78,   74) ( 109,   75)
          (  87,   82) ( 106,   90) (  72,   91) ( 101,   94) (  70,  101) (  90,   99) (  80,   92) (  83,   82) (  78,   99) (  97,   83)
          (  77,   86) (  98,   69) (  81,   82) (  79,   94) (  80,   97) (  79,   78) (  92,   91) (  88,   96) (  76,   62) (  80,   91)
          (  94,   95) ( 107,   88) (  44,   57) (  98,   71) (  70,   88) (  83,   81) (  93,   75) (  87,   97) (  55,   81) (  90,   77)
          (  61,   85) ( 105,   68) (  58,   68) (  73,   79) (  87,   96) (  73,   83) (  75,   72) (  91,   81) (  49,   79) (  82,   79)
          (  87,   76) (  72,   67) (  67,   72) (  59,   68) ( 105,   87) (  58,   72) (  51,   68) ( 114,   74) (  58,   69) (  66,   69)
          ( 105,   77) (  82,   74) (  61,   78) (  54,   80) (  84,   75) ( 103,   90) (  43,   67) ( 109,   83) (  77,   75) (  80,   67)
          (  57,   73) (  86,   87) (  74,   60) (  48,   78) ( 102,   72) (  73,   67) (  76,   85) (  74,   61) (  86,   86) (  82,   93)
          (  77,   71) (  90,   71) (  37,   62) ( 106,   75) (  37,   59) (  85,   73) (  58,   63) (  81,   67) (  56,   67) (  80,   64)
          (  31,   57) (  93,   64) (  56,   55) (  82,   55) (  50,   66) (  71,   64) (  78,   58) (  55,   56) (  91,   67) (  66,   62)
          (  57,   71) (  89,   59) (  70,   62) (  73,   66) (  70,   68) (  56,   63) (  48,   56) (  57,   61) (  88,   71) (  41,   58)
          (  67,   66) (  53,   55) (  63,   60) (  51,   63) (  58,   50) (  72,   64) (  61,   65) (  69,   60) (  52,   66) (  57,   59)
          (  68,   58) (  50,   69) (  55,   65) (  61,   47) (  62,   63) (  64,   66) (  53,   53) (  52,   63) (  69,   61) (  54,   57)
          (  68,   60) (  64,   71) (  33,   63) (  91,   75) (  66,   56) (  56,   66) (  41,   69) (  50,   61) (  68,   75) (  47,   57)
          (  66,   60) (  57,   61) (  48,   54) (  59,   63) (  61,   79) (  50,   63) (  60,   57) (  54,   50) (  67,   81) (  42,   47)
          (  60,   55) (  83,   73) (  36,   55) (  74,   61) (  51,   59) (  51,   51) (  80,   56) (  43,   49) (  72,   64) (  69,   60)
          (  55,   59) (  66,   66) (  52,   59) (  64,   47) (  60,   54) (  50,   55) (  71,   64) (  60,   52) (  63,   69) (  41,   56)
          (  79,   62) (  62,   61) (  71,   55) (  53,   50) (  71,   63) (  45,   55) (  55,   71) (  72,   56) (  44,   71) (  74,   71)
          (  51,   58) (  66,   66) (  57,   61) (  51,   69) (  75,   50) (  49,   49) (  77,   54) (  64,   63) (  54,   49) (  67,   59)
          (  72,   60) (  57,   56) (  55,   58) (  55,   69) (  64,   50) (  51,   60) (  68,   54) (  78,   53) (  71,   49) (  42,   70)
          (  56,   61) (  60,   59) (  55,   56) (  56,   59) (  49,   67) (  65,   60) (  72,   60) (  68,   67) (  56,   62) (  58,   64)
          (  80,   47) (  45,   49) (  68,   64) (  69,   67) (  55,   66) (  72,   56) (  54,   62) (  48,   57) (  86,   63) (  49,   65)
          (  85,   57) (  50,   61) (  77,   72) (  26,   43) (  68,   68) (  64,   52) (  48,   59) (  54,   64) (  70,   60) (  53,   76)
          (  50,   50) (  67,   71) (  48,   56) (  84,   59) (  46,   59) (  68,   60) (  35,   75) (  58,   62) (  59,   73) (  70,   52)
          (  54,   53) (  60,   51) (  72,   54) (  68,   63) (  61,   61) (  46,   54) (  70,   81) (  56,   45) (  59,   55) (  62,   57)
          (  75,   59) (  69,   54) (  47,   64) (  47,   65) (  52,   71) (  71,   55) (  88,   56) (  43,   57) (  78,   68) (  58,   68)
          (  43,   52) (  90,   55) (  66,   72) (  61,   48) (  75,   68) (  52,   62) (  38,   54) (  86,   59) (  39,   56) (  62,   72)
          (  84,   59) (  51,   56) (  48,   59) (  50,   58) (  67,   60) (  64,   66) (  43,   58) (  41,   43) (  66,   68) (  73,   59)
          (  56,   67) (  65,   70) (  76,   68) (  72,   77) (  57,   80) (  56,   74) (  74,   57) (  73,   65) (  78,   78) (  55,   69)
          (  82,   81) (  66,   51) (  73,   75) (  53,   65) (  64,   76) (  81,   56) (  84,   66) (  78,   64) (  67,   75) (  68,   66)
          (  63,   70) (  63,   69) (  59,   68) (  84,   67) (  57,   70) (  75,   64) (  79,   69) (  82,   74) (  46,   66) (  56,   51)
          ( 119,   70) (  75,   70) (  58,   66) (  74,   67) (  58,   59) (  65,   58) (  69,   72) (  49,   61) (  78,   65) (  45,   64)
          (  89,   62) (  71,   73) (  73,   61) (  37,   72) (  74,   67) (  56,   53) (  52,   65) (  89,   76) (  74,   73) (  81,   72)
          (  80,   64) (  63,   66) (  68,   75) (  66,   72) (  67,   72) (  64,   60) (  68,   90) (  75,   67) (  72,   76) (  58,   57)
          (  80,   67) (  70,   65) (  54,   51) (  53,   69) ( 100,   66) (  51,   71) (  72,   82) (  41,   55) (  66,   75) ( 110,   74)
          (  31,   46) (  87,   67) (  52,   57) (  75,   82) (  47,   49) (  94,   75) (  45,   74) (  72,   62) (  75,   76) (  66,   54)
          (  71,   75) (  77,   64) (  54,   67) (  66,   66) (  69,   69) (  67,   70) (  70,   49) (  87,   71) (  71,   74) (  48,   58)
          (  68,   70) (  71,   73) (  79,   72) (  54,   75) (  67,   70) (  50,   54) (  81,   65) (  55,   63) (  66,   70) (  66,   70)
          (  85,   66) (  61,   61) (  72,   72) (  68,   70) (  64,   78) (  94,   87) (  57,   72) (  56,   76) (  59,   61) (  98,   63)
          (  62,   50) (  57,   64) (  64,   80) (  92,   72) (  54,   70) (  71,   71) (  63,   72) (  66,   65) (  58,   63) (  59,   60)
          (  86,   69) (  69,   66) (  47,   69) (  89,   87) (  66,   79) (  67,   61) (  57,   54) (  62,   75) (  65,   61) (  58,   75)
          (  74,   70) (  56,   62) (  69,   55) (  68,   67) (  83,   59) (  45,   55) (  69,   73) (  63,   49) (  85,   86) (  64,   65)
          (  69,   50) (  73,   79) (  59,   70) (  63,   87) (  56,   64) (  72,   83) (  70,   66) (  73,   63) (  51,   74) (  80,   77)
          (  62,   55) (  78,   66) (  63,   71) (  66,   72) (  86,   69) (  48,   64) (  79,   77) (  63,   76) (  67,   79) (  76,   73)
          (  48,   54) (  72,   68) (  75,   62) (  72,   68) (  61,   80) (  67,   64) (  73,   63) (  63,   63) (  55,   63) (  82,   63)
          (  67,   80) (  70,   67) (  78,   63) (  64,   59) (  75,   69) (  69,   83) (  46,   71) (  72,   69) (  67,   71) (  69,   64)
          (  39,   58) (  89,   59) (  50,   70) (  67,   57) (  95,   71) (  57,   59) (  64,   81) (  80,   64) (  67,   71) (  91,   77)
          (  45,   62) (  61,   69) (  71,   78) (  60,   67) (  84,   70) (  75,   77) (  62,   70) (  74,   62) (  53,   85) (  65,   71)
          (  58,   69) (  41,   83) (  98,   76) (  40,   75) (  82,   60) (  75,   71) (  76,   65) (  73,   59) (  51,   51) (  72,   86)
          (  63,   54) (  63,   64) (  77,   61) (  57,   61) (  53,   64) (  73,   65) (  84,   72) (  76,   71) (  59,   76) (  73,   59)
          (  51,   58) (  85,   80) (  40,   56) (  92,   69) (  66,   60) (  72,   66) (  62,   75) (  63,   72) (  62,   61) (  52,   59)
          (  74,   70) (  68,   74) (  80,   67) (  48,   75) (  62,   68) (  88,   70) (  63,   58) (  43,   49) (  75,   60) (  91,   78)
          (  49,   71) (  83,   65) (  53,   57) (  75,   64) (  98,   89) (  46,   68) (  72,   62) (  77,   66) (  66,   63) (  74,   59)
          (  30,   60) (  75,   56) (  71,   66) (  72,   86) (  81,   62) (  84,   77) (  62,   74) (  46,   75) (  65,   75) (  78,   76)
          (  62,   81) (  79,   83) (  64,   74) (  55,   62) (  77,   54) (  47,   53) (  91,   85) (  62,   56) (  51,   57) (  97,   78)
          (  51,   58) (  76,   70) (  58,   75) (  65,   51) (  83,   55) (  76,   76) (  59,   76) (  93,   66) (  63,   63) (  66,   72)
          (  57,   66) (  98,   86) (  56,   62) (  56,   71) (  88,   57) (  48,   64) (  66,   60) (  64,   57) (  80,   83) (  72,   67)
          (  67,   61) (  82,   73) (  73,   67) (  80,   77) (  77,   67) (  58,   68) (  53,   68) (  71,   62) (  63,   66) (  82,   67)
          (  74,   80) (  70,   67) (  43,   72) (  67,   63) (  82,   77) (  64,   65) (  68,   70) (  46,   56) (  74,   57) ( 100,   74)
          (  49,   65) (  79,   78) (  72,   47) (  67,   68) (  79,   77) (  55,   62) (  61,   76) (  62,   58) (  83,   61) (  54,   59)
          (  77,   59) (  65,   74) (  82,   74) (  56,   61) (  69,   61) (  56,   73) (  64,   66) (  81,   67) (  87,   56) (  74,   65)
          (  71,   62) (  64,   67) (  47,   64) (  95,   87) (  67,   69) (  65,   74) (  58,   62) (  79,   75) (  57,   75) (  74,   67)
          (  98,   60) (  45,   76) (  51,   62) (  79,   72) (  74,   87) (  84,   54) (  49,   72) (  48,   70) (  99,   76) (  50,   85)
          (  98,   61) (  81,   71) (  62,   83) (  63,   57) (  61,   64) (  48,   51) (  96,   88) (  55,   57) (  78,   62) (  44,   57)
          (  58,   51) (  79,   74) (  57,   63) (  59,   66) (  88,   78) (  69,   72) (  59,   67) (  68,   77) (  63,   56) (  71,   73)
          (  73,   63) (  56,   60) (  90,   85) (  83,   67) (  47,   93) (  63,   68) (  89,   68) (  57,   64) (  72,   65) (  97,   79)
          (  66,   75) (  69,   74) (  69,   75) (  36,   71) (  94,   62) (  67,   62) (  74,   63) (  58,   64) (  80,   62) (  83,   69)
          (  70,   61) (  63,   68) (  28,   54) (  90,   65) (  62,   69) (  54,   62) (  91,   88) (  77,   73) (  57,   53) (  80,   75)
         
node   5 sent_total  47156  recv_total  47039

node   6  (   0,    0) (   1,    0) (   0,    0) (   1,    3) (  21,   12) (  36,   22) ( 105,   58) (  71,   82) (  70,   74) (  76,   89)
          ( 110,   80) (  80,   89) (  61,   91) ( 114,   83) (  57,   90) (  85,   98) (  65,   69) ( 108,   87) ( 111,   94) (  36,   83)
          (  92,   84) ( 108,  106) (  57,   76) (  84,   77) (  90,   93) (  90,   78) (  82,   87) (  80,   91) (  61,   77) ( 119,   84)
          (  72,   75) (  84,   92) ( 110,   75) (  80,   80) (  88,   83) (  85,   92) (  74,   92) (  83,   89) (  82,   80) (  84,   62)
          (  99,  100) (  72,   78) ( 100,   85) (  69,   87) (  74,   85) ( 103,   94) (  80,   80) (  83,   67) (  89,   82) (  81,   87)
          ( 110,   89) (  68,   69) (  84,   81) (  93,   80) (  69,   81) (  92,   72) (  99,   73) (  43,   79) (  81,   79) (  74,   54)
          (  65,   74) (  87,   82) (  72,   72) (  81,   84) (  65,   71) (  47,   79) ( 100,   64) (  72,   69) (  69,   68) (  98,   67)
          (  67,   84) (  64,   80) (  84,   80) ( 102,   86) (  40,   71) (  88,   67) (  62,   75) ( 100,   67) (  39,   74) ( 123,   85)
          (  66,   66) (  71,   76) (  75,   82) (  70,   84) (  99,   88) (  76,   79) (  88,   51) (  66,   94) (  98,   78) (  67,   80)
          (  53,   81) ( 110,   71) (  67,   54) (  82,   90) (  74,   68) (  84,   78) (  50,   75) (  71,   66) (  80,   76) ( 111,   82)
          (  76,   86) (  81,   86) (  51,   66) (  64,   53) (  61,   77) (  65,   45) (  90,   68) (  63,   47) (  70,   57) (  84,   75)
          (  56,   57) (  63,   56) (  58,   47) (  87,   58) (  33,   51) (  95,   55) (  54,   65) (  50,   52) (  83,   52) (  69,   69)
          (  62,   64) (  68,   64) (  71,   64) (  68,   77) (  39,   66) (  89,   65) (  60,   59) (  42,   55) (  70,   65) (  48,   56)
          (  89,   61) (  70,   66) (  60,   55) (  61,   56) (  55,   52) (  68,   56) (  26,   39) (  73,   57) (  72,   62) (  46,   74)
          (  40,   56) (  70,   57) (  72,   58) (  51,   59) (  65,   72) (  41,   69) (  57,   52) (  58,   65) (  60,   53) (  58,   65)
          (  47,   56) (  78,   59) (  71,   67) (  28,   43) (  95,   50) (  59,   58) (  72,   65) (  51,   62) (  52,   56) (  64,   39)
          (  51,   48) (  63,   50) (  66,   59) (  62,   61) (  65,   51) (  59,   50) (  29,   67) (  91,   60) (  62,   67) (  64,   49)
          (  90,   61) (  31,   59) (  79,   58) (  68,   61) (  44,   57) (  69,   64) (  37,   48) (  92,   59) (  51,   71) (  51,   61)
          (  55,   64) (  73,   56) (  78,   63) (  62,   56) (  46,   77) (  55,   52) (  61,   67) (  63,   51) (  73,   69) (  53,   64)
          (  58,   55) (  53,   55) (  61,   61) (  70,   62) (  52,   62) (  67,   66) (  46,   58) (  55,   74) (  59,   55) (  76,   65)
          (  37,   41) (  75,   73) (  52,   54) (  69,   49) (  44,   47) (  65,   71) (  58,   60) (  60,   59) (  74,   52) (  47,   60)
          (  65,   64) (  69,   66) (  52,   62) (  56,   52) (  31,   53) (  76,   65) (  61,   62) (  26,   75) (  87,   67) (  51,   54)
          (  40,   45) (  76,   59) (  38,   50) (  78,   78) (  48,   61) (  64,   61) (  40,   55) (  49,   61) (  70,   68) (  63,   53)
          (  59,   55) (  64,   63) (  68,   58) (  84,   70) (  53,   62) (  65,   51) (  56,   60) (  53,   64) (  49,   52) (  78,   73)
          (  92,   50) (  58,   63) (  59,   75) (  61,   58) (  65,   63) (  61,   61) (  36,   54) (  82,   61) (  50,   60) (  48,   56)
          (  82,   58) (  59,   55) (  50,   62) (  61,   48) (  56,   81) (  58,   58) (  52,   66) (  58,   52) (  70,   53) (  57,   54)
          (  74,   55) (  64,   54) (  61,   64) (  71,   65) (  57,   68) (  76,   49) (  26,   60) (  68,   55) (  70,   65) (  63,   58)
          (  41,   63) (  68,   54) (  51,   60) (  52,   54) (  70,   65) (  43,   47) (  58,   53) (  61,   66) (  54,   53) (  53,   66)
          (  81,   57) (  69,   59) (  38,   63) (  78,   59) (  65,   69) (  73,   64) (  66,   76) (  38,   52) (  73,   61) (  52,   51)
          (  75,   57) (  56,   57) (  53,   46) (  70,   65) (  59,   57) (  63,   57) (  59,   57) (  73,   59) (  36,   60) (  59,   57)
          (  82,   70) (  62,   56) (  84,   76) (  75,   62) (  73,   78) (  51,   61) (  71,   51) (  60,   70) (  76,   61) (  83,   76)
          (  65,   61) (  74,   65) (  62,   73) (  60,   66) (  91,   75) (  73,   72) (  60,   70) (  61,   60) (  80,   81) (  44,   60)
          (  72,   65) (  81,   66) (  66,   64) (  74,   66) (  69,   69) (  89,   71) (  75,   63) (  48,   78) (  61,   66) (  67,   75)
          (  66,   68) (  60,   71) (  86,   69) (  53,   61) (  82,   58) (  43,   57) (  80,   70) (  65,   58) (  85,   75) (  85,   75)
